searge,name,side,desc
func_193952_b,lambda$updateCollections$2,0,
func_193953_b,lambda$updateCollections$3,0,
func_193956_j,sendUpdateSettings,0,
func_193957_d,tick,0,
func_193958_a,lambda$updateCollections$5,0,
func_193967_b,getLastRecipeClicked,0,
func_193971_a,getRecipeCollection,0,
func_193982_e,onSelectedTabChanged,0,
func_193986_ar,createSearchTrees,0,
func_193989_ak,getDeltaFrameTime,0,
func_194007_a,forUI,0,
func_194014_c,findSlotMatchingUnusedItem,2,
func_194015_p,getTimesChanged,2,
func_194018_a,fillStackedContents,2,
func_194022_a,handleSelectAdvancementsTab,2,
func_194026_b,disconnect,2,
func_194027_a,handleSeenAdvancements,2,
func_194028_b,disconnect,2,
func_194032_h,countCompletedRequirements,2,
func_194038_a,search,0,
func_194040_a,refresh,0,
func_194042_b,index,0,
func_194054_a,lambda$generate$0,0,
func_194055_a,search,0,
func_194056_a,compare,0,
func_194057_a,add,0,
func_194058_a,generate,0,
func_194059_a,getString,0,
func_194060_b,print,0,
func_194070_a,hasPunchedTreesPreviously,0,
func_194072_f,getGameMode,0,
func_194073_a,add,2,
func_194074_f,removeHighlight,2,
func_194076_e,willHighlight,2,
func_194081_a,sendRecipes,2,
func_194088_a,visit,2,
func_194089_c,toggleResidual,2,
func_194090_b,getMinIngredientCount,2,
func_194091_b,isSatisfied,2,
func_194092_a,tryPick,2,
func_194093_a,hasConnection,2,
func_194094_d,getSatisfiedIndex,2,
func_194095_d,getIndex,2,
func_194096_c,setSatisfied,2,
func_194097_a,getUniqueAvailableIngredientItems,2,
func_194098_a,dfs,2,
func_194099_c,getVisitedIndex,2,
func_194100_b,hasResidual,2,
func_194101_b,hasVisited,2,
func_194102_b,tryPickAll,2,
func_194112_a,accountStack,2,
func_194113_b,getStackingIndex,2,
func_194114_b,getBiggestCraftableStack,2,
func_194115_b,fromStackingIndex,2,
func_194116_a,canCraft,2,
func_194117_b,put,2,
func_194118_a,canCraft,2,
func_194119_a,clear,2,
func_194120_a,has,2,
func_194121_a,getBiggestCraftableStack,2,
func_194122_a,take,2,
func_194125_a,allowdedIn,2,
func_194127_a,isAdvanced,2,
func_194133_a,canCraftInDimensions,2,
func_194134_a,shrink,2,
func_194135_a,firstNonSpace,2,
func_194136_b,lastNonSpace,2,
func_194139_b,getStackingIds,2,
func_194151_e,getState,2,
func_194154_a,getTab,2,
func_194162_b,getAction,2,
func_194163_a,openedTab,2,
func_194164_a,closedScreen,2,
func_194165_c,getTab,2,
func_194169_a,playSound,0,
func_194184_c,getItem,0,
func_194187_a,addIngredient,0,
func_194192_a,updateCollections,0,
func_194193_a,getLastClickedRecipe,0,
func_194194_a,init,0,
func_194195_a,recipesShown,0,
func_194197_e,updateArrowButtons,0,
func_194198_d,updateButtonsForPage,0,
func_194199_b,getLastClickedRecipeCollection,0,
func_194200_c,setInvisible,0,
func_194207_b,getDisplayRecipes,0,
func_194208_a,getRecipes,0,
func_194209_a,hasKnownRecipes,0,
func_194210_a,canCraft,0,
func_194211_e,hasSingleResultItem,0,
func_194212_c,hasFitting,0,
func_194213_a,isCraftable,0,
func_194214_a,updateKnownRecipes,0,
func_194220_a,setSelectedTab,2,
func_194222_a,execute,2,
func_194229_a,getAdvancements,0,
func_194230_a,setSelectedTab,0,
func_194307_a,handlePlaceRecipe,2,
func_194308_a,handlePlaceRecipe,2,
func_194310_f,getRecipeBookComponent,0,
func_194313_b,getContainerId,2,
func_194318_a,getContainerId,2,
func_194319_c,isShiftDown,2,
func_194325_a,moveItemToGrid,2,
func_194327_a,recipeClicked,2,
func_194328_c,testClearGrid,2,
func_194339_b,popPush,2,
func_194340_a,push,2,
func_194805_e,renderPortalOverlay,0,
func_194808_p,renderPumpkin,0,
func_194813_a,scrollChat,0,
func_194814_b,getWidth,0,
func_194815_g,getScale,0,
func_194816_c,getHeight,0,
func_194818_a,render,0,
func_195039_a,acceptsSuccess,2,
func_195040_b,acceptsFailure,2,
func_195041_r_,shouldInformAdmins,2,
func_195042_h,createCommandSourceStack,2,
func_195043_d,getLevel,2,
func_195044_w,getBlockState,2,
func_195046_g,getViewYRot,2,
func_195047_I_,getScoreboardName,2,
func_195048_a,distanceToSqr,2,
func_195049_a,turn,2,
func_195050_f,getViewXRot,2,
func_195051_bN,createCommandSourceStack,2,
func_195053_a,spawnFire,2,
func_195054_l,getBlockState,2,
func_195057_f,getTrailParticle,2,
func_195058_l,getParticle,2,
func_195059_a,setParticle,2,
func_195061_cb,removeAllEffects,2,
func_195062_a,spawnItemParticles,2,
func_195063_d,removeEffect,2,
func_195064_c,addEffect,2,
func_195065_a,awardRecipes,2,
func_195066_a,awardStat,2,
func_195067_a,awardStat,2,
func_195068_e,giveExperiencePoints,2,
func_195069_b,resetRecipes,2,
func_195070_dx,canUseGameMasterBlocks,2,
func_195094_h,refreshEntries,0,
func_195105_b,getColumnIndex,0,
func_195107_a,sortByColumn,0,
func_195108_d,getColumn,0,
func_195167_h,onSelect,0,
func_195168_i,updateSelectButtonStatus,0,
func_195172_h,onAdd,0,
func_195224_b,getColumnX,0,
func_195231_h,getCommandBlock,0,
func_195233_j,updateCommandOutput,0,
func_195234_k,onDone,0,
func_195235_a,populateAndSendPacket,0,
func_195236_i,getPreviousY,0,
func_195269_h,onDone,0,
func_195272_i,onCancel,0,
func_195275_h,onDone,0,
func_195317_h,onRename,0,
func_195352_j,onCreate,0,
func_195359_a,isHovering,0,
func_195360_a,findSlot,0,
func_195361_a,hasClickedOutside,0,
func_195362_a,isHovering,0,
func_195363_d,checkHotbarKeyPressed,0,
func_195375_a,checkTabClicked,0,
func_195376_a,insideScrollbar,0,
func_195391_j,postButtonClick,0,
func_195394_a,setExperiencePoints,2,
func_195396_a_,lambda$awardStat$8,2,
func_195397_b_,lambda$updateScoreForCriteria$1,2,
func_195398_a,handleTeamKill,2,
func_195399_b,setExperienceLevels,2,
func_195403_g,getDyeColor,2,
func_195404_m,getParticleType,2,
func_195405_dq,getCarriedBlock,2,
func_195406_b,setCarriedBlock,2,
func_195409_a,swapPaint,2,
func_195410_a,onResourceManagerReload,2,
func_195413_a,load,0,
func_195414_e,getPixels,0,
func_195415_a,setPixels,0,
func_195417_a,loadCallback,0,
func_195419_g,clearTextureData,0,
func_195420_b,getResourceLocation,0,
func_195424_a,getSprite,0,
func_195428_d,loadFromGenerated,2,
func_195429_b,save,2,
func_195438_b,getAllAdvancements,2,
func_195446_d,getDispatcher,2,
func_195447_a,execute,2,
func_195448_f,getGameLoopSender,2,
func_195450_a,getServer,2,
func_195458_a,render,0,
func_195461_a,addParticle,0,
func_195462_a,addParticle,0,
func_195467_a,addParticle,0,
func_195469_b,addParticleInternal,0,
func_195471_b,addParticleInternal,0,
func_195477_a,getAvailableSounds,0,
func_195478_a,stop,0,
func_195479_a,setLootTable,2,
func_195480_a,getOpenNess,2,
func_195481_a,getOpenCount,2,
func_195482_p,signalOpenCount,2,
func_195483_a,playSound,2,
func_195484_a,getContainerAt,2,
func_195485_a,setOwner,2,
func_195489_b,setExitPosition,2,
func_195490_f,triggerCooldown,2,
func_195491_b,getCooldownPercent,2,
func_195493_h,getParticleAmount,2,
func_195494_a,findTallestBlock,2,
func_195495_a,getChunk,2,
func_195496_a,teleportEntity,2,
func_195497_a,getSpawnPercent,2,
func_195498_a,findValidSpawnInChunk,2,
func_195499_c,isSpawning,2,
func_195500_d,isCoolingDown,2,
func_195502_i,findExitPosition,2,
func_195508_a,getCollisionShape,2,
func_195509_h,getMovementDirection,2,
func_195510_a,handleCommandSuggestions,2,
func_195511_a,handleCommands,2,
func_195512_a,handleStopSoundEvent,2,
func_195513_b,getSuggestionsProvider,0,
func_195514_j,getLevel,0,
func_195515_i,getCommands,0,
func_195518_a,handleCustomCommandSuggestions,2,
func_195519_a,lambda$handleCustomCommandSuggestions$4,2,
func_195533_l,getBaseColor,2,
func_195534_a,fromItem,2,
func_195535_a,setRecord,2,
func_195537_c,getRecord,2,
func_195539_a,createCommandSourceStack,2,
func_195540_f,createCommandSourceStack,2,
func_195541_I,getClientPackSource,0,
func_195542_b,runTick,0,
func_195544_aj,isWindowActive,0,
func_195545_a,onFullscreenError,0,
func_195548_H,getResourcePackRepository,0,
func_195549_J,getResourcePackDirectory,0,
func_195551_G,getResourceManager,0,
func_195561_aH,getPackRepository,2,
func_195563_aC,getFixerUpper,2,
func_195565_a,publishServer,2,
func_195569_l,shouldRconBroadcast,2,
func_195571_aL,getCommands,2,
func_195573_aM,createCommandSourceStack,2,
func_195581_a,handleConsoleInput,2,
func_195585_a,isUnobstructed,2,
func_195588_v,isLoaded,2,
func_195589_b,addAlwaysVisibleParticle,2,
func_195590_a,addParticle,2,
func_195593_d,updateNeighborsAt,2,
func_195594_a,addParticle,2,
func_195597_b,setKnownState,0,
func_195598_a,sendParticles,2,
func_195600_a,sendParticles,2,
func_195601_a,sendParticles,2,
func_195603_h,checkSearchStringUpdate,0,
func_195604_a,hasClickedOutside,0,
func_195607_a,setFormatter,0,
func_195610_a,lambda$new$0,0,
func_195611_j,getScreenX,0,
func_195612_c,setSuggestion,0,
func_195620_a,render,0,
func_195621_a,onMouseScrolled,0,
func_195626_a,scroll,0,
func_195627_a,isMouseOver,0,
func_195639_a,openUrl,2,
func_195640_a,openUri,2,
func_195641_a,openFile,2,
func_195642_a,openUri,2,
func_195643_b,getOpenUrlArguments,2,
func_195647_a,findNextInIterable,2,
func_195648_b,findPreviousInIterable,2,
func_195651_c,getAllAdvancements,2,
func_195652_a,set,0,
func_195654_a,setOrthoMatrix,0,
func_195656_a,close,0,
func_195659_d,upload,0,
func_195662_a,isTransparent,0,
func_195663_q,uploadFirstFrame,0,
func_195667_a,upload,0,
func_195668_m,getName,0,
func_195675_b,getLocation,0,
func_195676_d,getTexture,0,
func_195682_a,read,0,
func_195683_b,read,0,
func_195684_a,skip,0,
func_195685_a,eof,0,
func_195686_a,skip,0,
func_195688_b,fillReadBuffer,0,
func_195695_a,createCallbacks,0,
func_195696_g,checkAllocated,0,
func_195697_a,upload,0,
func_195699_a,copyRect,0,
func_195700_a,setPixelRGBA,0,
func_195702_a,getWidth,0,
func_195703_a,copyFrom,0,
func_195704_a,read,0,
func_195705_a,setFilter,0,
func_195707_b,setClamp,0,
func_195708_a,resizeSubRectTo,0,
func_195709_a,getPixelRGBA,0,
func_195710_e,flipY,0,
func_195711_f,untrack,0,
func_195713_a,read,0,
func_195714_b,getHeight,0,
func_195715_a,fillRect,0,
func_195716_c,makePixelArray,0,
func_195717_a,downloadTexture,0,
func_195731_d,lambda$static$0,2,
func_195732_c,lambda$createSupplier$1,2,
func_195733_a,createSupplier,2,
func_195734_b,lambda$createSupplier$2,2,
func_195737_a,lambda$loadPacks$0,2,
func_195739_f,lambda$loadPacks$0,0,
func_195742_b,getDownloadHeaders,0,
func_195745_a,checkHash,0,
func_195746_a,getVanillaPack,0,
func_195747_e,clearOldDownloads,0,
func_195749_c,clearServerPack,0,
func_195759_a,getNamespaces,2,
func_195760_a,getMetadataSection,2,
func_195761_a,getResource,2,
func_195762_a,getName,2,
func_195763_b,getRootResource,2,
func_195764_b,hasResource,2,
func_195765_c,getPathFromLocation,2,
func_195766_a,getResource,2,
func_195767_a,getRelativePath,2,
func_195768_c,hasResource,2,
func_195769_d,logWarning,2,
func_195770_a,getMetadataFromStream,2,
func_195773_b,getOrCreateZipFile,2,
func_195776_e,getFile,2,
func_195777_a,validatePath,2,
func_195782_c,getResourceAsStream,2,
func_195789_b,getTitle,2,
func_195790_f,getId,2,
func_195791_d,getCompatibility,2,
func_195792_i,getDefaultPosition,2,
func_195793_a,create,2,
func_195794_a,getChatLink,2,
func_195795_c,getDescription,2,
func_195796_e,open,2,
func_195797_g,isRequired,2,
func_195798_h,isFixedPosition,2,
func_195812_a,fromJson,2,
func_195823_b,decompose,2,
func_195824_a,isAllowedInResourceLocation,2,
func_195826_a,read,2,
func_195828_a,of,2,
func_195855_a,stop,0,
func_195866_d,isEmpty,2,
func_195867_b,add,2,
func_195870_a,onMouse,0,
func_195872_a,onMouse,0,
func_195876_a,perspective,0,
func_195877_a,orthographic,0,
func_195879_b,store,0,
func_195889_a,i,2,
func_195890_a,mul,2,
func_195891_b,j,2,
func_195892_e,conj,2,
func_195893_c,k,2,
func_195894_d,r,2,
func_195896_c,cross,0,
func_195897_a,sub,0,
func_195898_a,mul,0,
func_195899_a,x,2,
func_195900_b,y,2,
func_195901_a,clamp,0,
func_195902_c,z,2,
func_195903_b,dot,0,
func_195904_b,add,0,
func_195905_a,set,2,
func_195909_a,mul,0,
func_195910_a,x,2,
func_195911_a,set,0,
func_195912_a,transform,0,
func_195913_b,y,2,
func_195914_c,z,2,
func_195915_d,w,0,
func_195921_a,setOpen,2,
func_195922_f,isOpen,2,
func_195925_e,getId,2,
func_195929_a,consideredTheSameItem,2,
func_195931_a,setFlyingSpeed,2,
func_195932_a,accountSimpleStack,2,
func_195933_b,getPlanks,2,
func_195935_o,getOrCreateDescriptionId,2,
func_195938_a,canAttackBlock,2,
func_195939_a,useOn,2,
func_195941_b,placeBlock,2,
func_195942_a,place,2,
func_195943_a,updateCustomBlockEntityTag,2,
func_195944_a,canPlace,2,
func_195945_b,getPlacementState,2,
func_195946_a,registerBlocks,2,
func_195948_b,getColor,2,
func_195949_f,getMapId,2,
func_195950_a,getOrCreateSavedData,2,
func_195951_a,createAndStoreSavedData,2,
func_195952_a,create,2,
func_195954_a,isLand,2,
func_195956_a,message,2,
func_195957_a,getNameHelper,2,
func_195958_a,handleInteraction,2,
func_195959_a,getRelative,2,
func_195960_a,cycleState,2,
func_195961_a,byColor,2,
func_195962_g,getDyeColor,2,
func_195965_a,addGrowthParticles,2,
func_195966_a,growCrop,2,
func_195967_a,appendHoverText,2,
func_195975_g,getAnalogOutput,2,
func_195979_f,getColor,2,
func_195983_a,getColor,2,
func_195985_g,eggs,2,
func_195990_h,getRotation,2,
func_195991_k,getLevel,2,
func_195992_f,getHorizontalDirection,2,
func_195995_a,getClickedPos,2,
func_195996_i,getItemInHand,2,
func_195999_j,getPlayer,2,
func_196000_l,getClickedFace,2,
func_196009_e,getNearestLookingDirections,2,
func_196010_d,getNearestLookingDirection,2,
func_196011_b,canPlace,2,
func_196012_c,replacingClickedOnBlock,2,
func_196051_a,choose,2,
func_196052_a,choose,2,
func_196053_a,makeDirectionArray,2,
func_196054_a,orderedByNearest,2,
func_196055_e,getMaterialColor,2,
func_196056_a,byId,2,
func_196057_c,getTextureDiffuseColorBGR,2,
func_196058_b,byFireworkColor,2,
func_196059_a,getId,2,
func_196060_f,getFireworkColor,2,
func_196068_b,getName,2,
func_196070_a,byId,2,
func_196071_a,getId,2,
func_196082_o,getOrCreateTag,2,
func_196083_e,removeTagKey,2,
func_196084_a,useOn,2,
func_196085_b,setDamageValue,2,
func_196207_a,addContainerRecipe,2,
func_196208_a,addContainer,2,
func_196220_c,getDisplayName,2,
func_196234_d,move,2,
func_196243_a,onRemove,2,
func_196246_j,getId,2,
func_196247_c,getOcclusionShape,2,
func_196248_b,updateIndirectNeighbourShapes,2,
func_196253_a,canBeReplaced,2,
func_196257_b,stateById,2,
func_196258_a,getStateForPlacement,2,
func_196260_a,canSurvive,2,
func_196262_a,entityInside,2,
func_196263_a,updateOrDestroy,2,
func_196266_a,isPathfindable,2,
func_196270_a,attack,2,
func_196271_a,updateShape,2,
func_196279_O_,getSeedItem,2,
func_196283_a_,newBlockEntity,2,
func_196285_M_,getColor,2,
func_196287_a,byColor,2,
func_196292_N_,getType,2,
func_196296_d,getOrCreateWitherFull,2,
func_196297_e,getOrCreateWitherBase,2,
func_196298_a,checkSpawn,2,
func_196299_b,canSpawnMob,2,
func_196310_d,getOpenChestStat,2,
func_196311_i,getConnectedDirection,2,
func_196312_a,candidatePartnerFacing,2,
func_196319_d,updateSignalStrength,2,
func_196343_a,newMovingBlockEntity,2,
func_196346_i,getDelay,2,
func_196350_d,getColor,2,
func_196353_d,getOrCreateSnowGolemBase,2,
func_196354_a,canSpawnGolem,2,
func_196355_e,getOrCreateSnowGolemFull,2,
func_196356_f,getOrCreateIronGolemBase,2,
func_196357_g,getOrCreateIronGolemFull,2,
func_196358_b,trySpawnGolem,2,
func_196365_i,getConnectedDirection,2,
func_196367_a,playSound,2,
func_196368_e,updateNeighbours,2,
func_196369_b,getSound,2,
func_196378_d,updateNeighbours,2,
func_196379_a,makeParticle,2,
func_196380_i,isWall,2,
func_196390_a,placeAt,2,
func_196406_i,getAABBIndex,2,
func_196407_a,indexFor,2,
func_196408_a,makeShapes,2,
func_196426_b,playSound,2,
func_196433_f,damage,2,
func_196441_b,touchesLiquid,2,
func_196443_d,teleport,2,
func_196446_i,canBurn,2,
func_196447_a,isValidFireLocation,2,
func_196448_a,getStateForPlacement,2,
func_196454_d,melt,2,
func_196455_e,slightlyMelt,2,
func_196456_a,fewerNeigboursThan,2,
func_196457_d,getColor,2,
func_196466_i,isCompatibleHostBlock,2,
func_196467_h,stateByHostBlock,2,
func_196468_d,getHostBlock,2,
func_196471_a,canAttachTo,2,
func_196482_a,playNote,2,
func_196486_i,getAABBIndex,2,
func_196487_d,makeShapes,2,
func_196497_a,getStateForPlacement,2,
func_196500_d,interact,2,
func_196510_a,tryAbsorbWater,2,
func_196511_x,getShapeIndex,2,
func_196523_e,getAttachedStem,2,
func_196524_d,getStem,2,
func_196534_a,explode,2,
func_196535_a,explode,2,
func_196536_a,shouldConnectTo,2,
func_196539_a,canSpread,2,
func_196540_x,hasHorizontalConnection,2,
func_196541_a,canSupportAtFace,2,
func_196542_b,isAcceptableNeighbour,2,
func_196543_i,hasFaces,2,
func_196544_a,copyRandomFaces,2,
func_196545_h,getUpdatedState,2,
func_196547_d,getColor,2,
func_196900_a,isEmpty,2,
func_196902_d,hasRail,2,
func_196903_f,removeSoftConnections,2,
func_196904_b,hasConnection,2,
func_196905_c,canConnectTo,2,
func_196907_a,getConnections,2,
func_196908_a,getRail,2,
func_196910_b,countPotentialConnections,2,
func_196916_c,getState,2,
func_196919_b,connectsTo,2,
func_196937_a,isTwoByTwoSapling,2,
func_196942_a,attack,2,
func_196947_b,onRemove,2,
func_196948_b,updateIndirectNeighbourShapes,2,
func_196950_a,entityInside,2,
func_196951_e,getBlockSupportShape,2,
func_196952_d,getCollisionShape,2,
func_196953_a,canBeReplaced,2,
func_196954_c,getShape,2,
func_196955_c,canSurvive,2,
func_196956_a,updateShape,2,
func_196957_g,isPathfindable,2,
func_196958_f,isAir,2,
func_196960_c,getLevel,2,
func_196962_a,create,2,
func_196963_b,write,2,
func_196966_y,getUpgradeData,2,
func_196968_a,read,2,
func_196969_b,write,2,
func_196970_c,isAllowedInputChat,2,
func_196972_a,optionallyFormat,2,
func_196973_a,getMin,2,
func_196975_b,readNumber,2,
func_196977_b,getMax,2,
func_196981_b,getEntityTagToCompare,2,
func_196982_a,updateShape,2,
func_196987_a,updateState,2,
func_196988_a,isEmpty,2,
func_196989_a,upgradeInside,2,
func_196990_a,upgrade,2,
func_196991_a,upgradeSides,2,
func_196992_b,write,2,
func_196998_a,execute,2,
func_197001_a,getId,2,
func_197003_a,getComponent,2,
func_197005_b,suggest,2,
func_197006_a,suggestResource,2,
func_197007_a,lambda$suggest$5,2,
func_197008_a,suggest,2,
func_197009_a,customSuggestion,2,
func_197010_l,getAvailableSoundEvents,2,
func_197011_j,getOnlinePlayerNames,2,
func_197012_k,getAllTeams,2,
func_197013_a,suggest,2,
func_197014_a,suggestResource,2,
func_197015_a,completeCustomSuggestions,0,
func_197019_b,getDisplayName,2,
func_197020_b,broadcastToAdmins,2,
func_197021_a,sendFailure,2,
func_197022_f,getEntity,2,
func_197023_e,getLevel,2,
func_197024_a,withEntity,2,
func_197026_b,withMaximumPermission,2,
func_197027_g,getEntityOrException,2,
func_197028_i,getServer,2,
func_197029_a,withCallback,2,
func_197030_a,sendSuccess,2,
func_197031_a,withSuppressedOutput,2,
func_197032_b,lambda$new$0,2,
func_197033_a,withPermission,2,
func_197034_c,hasPermission,2,
func_197035_h,getPlayerOrException,2,
func_197036_d,getPosition,2,
func_197037_c,getTextName,2,
func_197038_a,onCommandComplete,2,
func_197051_a,sendCommands,2,
func_197052_a,fillUsableCommands,2,
func_197053_a,lambda$fillUsableCommands$5,2,
func_197054_a,getDispatcher,2,
func_197056_a,argument,2,
func_197057_a,literal,2,
func_197058_a,lambda$new$1,2,
func_197059_a,performCommand,2,
func_197060_a,lambda$fillUsableCommands$4,2,
func_197063_a,color,2,
func_197064_a,getColor,2,
func_197067_a,textComponent,2,
func_197068_a,getComponent,2,
func_197071_b,deserializeFromNetwork,2,
func_197072_a,serializeToNetwork,2,
func_197086_a,entity,2,
func_197087_c,getOptionalEntities,2,
func_197088_a,getEntity,2,
func_197089_d,getPlayer,2,
func_197090_e,getPlayers,2,
func_197093_b,entities,2,
func_197094_d,players,2,
func_197096_c,player,2,
func_197097_b,getEntities,2,
func_197107_a,lambda$parse$0,2,
func_197108_a,gameProfile,2,
func_197109_a,getGameProfiles,2,
func_197113_a,parseText,2,
func_197116_a,toComponent,2,
func_197117_a,getStart,2,
func_197118_b,getEnd,2,
func_197123_a,message,2,
func_197124_a,getMessage,2,
func_197125_a,getEffect,2,
func_197126_a,effect,2,
func_197134_a,createPreferredParentTag,2,
func_197146_a,isAllowedInUnquotedName,2,
func_197148_a,getPath,2,
func_197149_a,nbtPath,2,
func_197151_a,readUnquotedName,2,
func_197156_b,getWritableObjective,2,
func_197157_a,objective,2,
func_197158_a,getObjective,2,
func_197161_a,getCriteria,2,
func_197162_a,criteria,2,
func_197173_c,lambda$getSimpleOperation$4,2,
func_197174_f,lambda$getSimpleOperation$1,2,
func_197175_a,lambda$getOperation$0,2,
func_197176_e,lambda$getSimpleOperation$2,2,
func_197177_a,getOperation,2,
func_197178_b,lambda$getSimpleOperation$5,2,
func_197179_a,getOperation,2,
func_197181_a,lambda$getSimpleOperation$6,2,
func_197182_b,getSimpleOperation,2,
func_197183_d,lambda$getSimpleOperation$3,2,
func_197184_a,operation,2,
func_197187_a,getParticle,2,
func_197189_a,readParticle,2,
func_197190_a,particle,2,
func_197194_b,getRecipe,2,
func_197195_e,getId,2,
func_197197_a,id,2,
func_197198_a,getAdvancement,2,
func_197208_a,lambda$parse$2,2,
func_197209_a,scoreHolder,2,
func_197210_a,getNames,2,
func_197211_a,getName,2,
func_197212_a,lambda$parse$3,2,
func_197213_b,getNames,2,
func_197214_b,scoreHolders,2,
func_197217_a,getDisplaySlot,2,
func_197219_a,displaySlot,2,
func_197221_a,getSlot,2,
func_197223_a,slot,2,
func_197227_a,team,2,
func_197228_a,getTeam,2,
func_197230_a,place,2,
func_197231_a,getState,2,
func_197238_a,getBlock,2,
func_197239_a,block,2,
func_197240_f,readNbt,2,
func_197241_c,getNbt,2,
func_197243_a,parse,2,
func_197244_d,suggestOpenNbt,2,
func_197245_a,fillSuggestions,2,
func_197246_e,suggestEquals,2,
func_197247_a,serialize,2,
func_197248_f,suggestNextPropertyOrEnd,2,
func_197249_b,getState,2,
func_197250_h,suggestBlockIdOrTag,2,
func_197251_a_,lambda$readProperties$7,2,
func_197252_b,suggestPropertyNameOrEnd,2,
func_197253_a,setValue,2,
func_197254_a,getProperties,2,
func_197255_g,suggestOpenPropertiesOrNbt,2,
func_197256_c,suggestPropertyName,2,
func_197257_e,readProperties,2,
func_197258_d,readBlock,2,
func_197273_a,getLoadedBlockPos,2,
func_197274_b,getOrLoadBlockPos,2,
func_197276_a,blockPos,2,
func_197280_c,getBlockPos,2,
func_197281_a,getPosition,2,
func_197282_b,getRotation,2,
func_197288_a,rotation,2,
func_197291_a,getSwizzle,2,
func_197293_a,swizzle,2,
func_197295_a,getVec2,2,
func_197296_a,vec2,2,
func_197300_a,getVec3,2,
func_197301_a,vec3,2,
func_197303_a,vec3,2,
func_197306_a,get,2,
func_197307_a,parseInt,2,
func_197308_a,parseDouble,2,
func_197309_b,isRelative,2,
func_197316_a,getItem,2,
func_197317_a,item,2,
func_197319_a,getItem,2,
func_197320_a,createItemStack,2,
func_197321_c,serialize,2,
func_197325_c,getNbt,2,
func_197326_b,getItem,2,
func_197327_f,parse,2,
func_197328_b,suggestOpenNbt,2,
func_197329_a,fillSuggestions,2,
func_197330_e,readNbt,2,
func_197331_c,suggestItemIdOrTag,2,
func_197332_d,readItem,2,
func_197340_a,findSingleEntity,2,
func_197341_b,findEntities,2,
func_197342_d,findPlayers,2,
func_197344_a,lambda$getPredicate$0,2,
func_197345_a,sortAndLimit,2,
func_197346_a,getMaxResults,2,
func_197347_c,findSinglePlayer,2,
func_197348_a,addEntities,2,
func_197349_a,getPredicate,2,
func_197350_a,joinNames,2,
func_197351_b,includesEntities,2,
func_197352_c,isSelfSelector,2,
func_197353_d,isWorldLimited,2,
func_197365_g,setWorldLimited,2,
func_197366_a,createRotationPredicate,2,
func_197367_a,lambda$getSelector$11,2,
func_197368_a,lambda$static$7,2,
func_197369_a,lambda$null$5,2,
func_197370_h,getDistance,2,
func_197371_a,lambda$finalizePredicates$14,2,
func_197372_c,setZ,2,
func_197373_a,setIncludesEntities,2,
func_197374_a,lambda$createRotationPredicate$15,2,
func_197375_d,lambda$new$9,2,
func_197376_a,setOrder,2,
func_197377_d,setDeltaX,2,
func_197378_e,shouldInvertValue,2,
func_197379_b,lambda$getSelector$10,2,
func_197381_m,isCurrentEntity,2,
func_197382_c,parseNameOrUUID,2,
func_197383_b,lambda$static$6,2,
func_197384_a,setX,2,
func_197385_b,lambda$finalizePredicates$13,2,
func_197386_c,lambda$finalizePredicates$12,2,
func_197387_d,setRotY,2,
func_197388_a,setMaxResults,2,
func_197389_c,setRotX,2,
func_197390_a,createAabb,2,
func_197391_e,setDeltaY,2,
func_197392_b,lambda$static$4,2,
func_197393_a,lambda$null$3,2,
func_197394_i,getLevel,2,
func_197395_b,setY,2,
func_197396_n,finalizePredicates,2,
func_197397_a,setDistance,2,
func_197398_f,getReader,2,
func_197399_b,setLevel,2,
func_197400_a,getSelector,2,
func_197401_a,addPredicate,2,
func_197402_c,lambda$static$2,2,
func_197403_b,parseSelector,2,
func_197404_d,parseOptions,2,
func_197405_f,setDeltaZ,2,
func_197435_a,lambda$null$56,2,
func_197437_H,lambda$bootStrap$12,2,
func_197438_J,lambda$bootStrap$10,2,
func_197439_L,lambda$bootStrap$8,2,
func_197440_N,lambda$bootStrap$6,2,
func_197441_a,lambda$null$58,2,
func_197442_F,lambda$bootStrap$14,2,
func_197443_a,lambda$null$49,2,
func_197444_a,lambda$null$55,2,
func_197445_a,bootStrap,2,
func_197446_c,lambda$null$5,2,
func_197447_j,lambda$bootStrap$44,2,
func_197448_h,lambda$bootStrap$47,2,
func_197449_l,lambda$bootStrap$38,2,
func_197450_f,lambda$bootStrap$50,2,
func_197451_a,lambda$null$57,2,
func_197452_n,lambda$bootStrap$35,2,
func_197453_b,lambda$bootStrap$59,2,
func_197454_b,lambda$null$37,2,
func_197455_p,lambda$bootStrap$31,2,
func_197456_r,lambda$bootStrap$28,2,
func_197457_d,lambda$bootStrap$53,2,
func_197458_x,lambda$bootStrap$22,2,
func_197460_B,lambda$bootStrap$18,2,
func_197461_p,lambda$bootStrap$26,2,
func_197462_v,lambda$bootStrap$24,2,
func_197463_z,lambda$bootStrap$20,2,
func_197464_D,lambda$bootStrap$16,2,
func_197465_b,lambda$null$52,2,
func_197466_a,lambda$null$46,2,
func_197482_a,get,2,
func_197483_a,bootStrap,2,
func_197484_a,serialize,2,
func_197486_a,deserialize,2,
func_197494_a,register,2,
func_197495_b,lambda$static$2,2,
func_197496_b,safelySwap,2,
func_197497_a,getName,2,
func_197498_a,getProvider,2,
func_197500_d,lambda$static$0,2,
func_197501_c,lambda$static$1,2,
