field_187811_fH,SNOW_HIT,2,
field_187812_eh,PORTAL_TRAVEL,2,
field_187813_fI,SNOW_PLACE,2,
field_187814_ei,PORTAL_TRIGGER,2,
field_187815_fJ,SNOW_STEP,2,
field_187816_ej,RABBIT_AMBIENT,2,
field_187817_fK,SPIDER_AMBIENT,2,
field_187818_ek,RABBIT_ATTACK,2,
field_187819_fL,SPIDER_DEATH,2,
field_187820_el,RABBIT_DEATH,2,
field_187821_fM,SPIDER_HURT,2,
field_187822_em,RABBIT_HURT,2,
field_187823_fN,SPIDER_STEP,2,
field_187824_en,RABBIT_JUMP,2,
field_187825_fO,SPLASH_POTION_BREAK,2,
field_187826_eo,MUSIC_DISC_11,2,
field_187827_fP,SPLASH_POTION_THROW,2,
field_187828_ep,MUSIC_DISC_13,2,
field_187829_fQ,SQUID_AMBIENT,2,
field_187830_eq,MUSIC_DISC_BLOCKS,2,
field_187831_fR,SQUID_DEATH,2,
field_187832_er,MUSIC_DISC_CAT,2,
field_187833_fS,SQUID_HURT,2,
field_187834_es,MUSIC_DISC_CHIRP,2,
field_187835_fT,STONE_BREAK,2,
field_187836_et,MUSIC_DISC_FAR,2,
field_187837_fU,STONE_BUTTON_CLICK_OFF,2,
field_187838_eu,MUSIC_DISC_MALL,2,
field_187839_fV,STONE_BUTTON_CLICK_ON,2,
field_187840_ev,MUSIC_DISC_MELLOHI,2,
field_187841_fW,STONE_FALL,2,
field_187842_ew,MUSIC_DISC_STAL,2,
field_187843_fX,STONE_HIT,2,
field_187844_ex,MUSIC_DISC_STRAD,2,
field_187845_fY,STONE_PLACE,2,
field_187846_ey,MUSIC_DISC_WAIT,2,
field_187847_fZ,STONE_PRESSURE_PLATE_CLICK_OFF,2,
field_187848_ez,MUSIC_DISC_WARD,2,
field_187849_gA,WITHER_DEATH,2,
field_187850_fa,SILVERFISH_HURT,2,
field_187851_gB,WITHER_HURT,2,
field_187852_fb,SILVERFISH_STEP,2,
field_187853_gC,WITHER_SHOOT,2,
field_187854_fc,SKELETON_AMBIENT,2,
field_187855_gD,WITHER_SPAWN,2,
field_187856_fd,SKELETON_DEATH,2,
field_187857_gE,WOLF_AMBIENT,2,
field_187858_fe,SKELETON_HORSE_AMBIENT,2,
field_187859_gF,WOLF_DEATH,2,
field_187860_ff,SKELETON_HORSE_DEATH,2,
field_187861_gG,WOLF_GROWL,2,
field_187862_fg,SKELETON_HORSE_HURT,2,
field_187863_gH,WOLF_HURT,2,
field_187864_fh,SKELETON_HURT,2,
field_187865_gI,WOLF_PANT,2,
field_187866_fi,SKELETON_SHOOT,2,
field_187867_gJ,WOLF_SHAKE,2,
field_187868_fj,SKELETON_STEP,2,
field_187869_gK,WOLF_STEP,2,
field_187870_fk,SLIME_ATTACK,2,
field_187871_gL,WOLF_WHINE,2,
field_187872_fl,SLIME_BLOCK_BREAK,2,
field_187873_gM,WOODEN_DOOR_CLOSE,2,
field_187874_fm,SLIME_DEATH,2,
field_187875_gN,WOODEN_DOOR_OPEN,2,
field_187876_fn,SLIME_BLOCK_FALL,2,
field_187877_gO,WOODEN_TRAPDOOR_CLOSE,2,
field_187878_fo,SLIME_BLOCK_HIT,2,
field_187879_gP,WOODEN_TRAPDOOR_OPEN,2,
field_187880_fp,SLIME_HURT,2,
field_187881_gQ,WOOD_BREAK,2,
field_187882_fq,SLIME_JUMP,2,
field_187883_gR,WOODEN_BUTTON_CLICK_OFF,2,
field_187884_fr,SLIME_BLOCK_PLACE,2,
field_187885_gS,WOODEN_BUTTON_CLICK_ON,2,
field_187886_fs,SLIME_SQUISH,2,
field_187887_gT,WOOD_FALL,2,
field_187888_ft,SLIME_BLOCK_STEP,2,
field_187889_gU,WOOD_HIT,2,
field_187890_fu,MAGMA_CUBE_DEATH_SMALL,2,
field_187891_gV,WOOD_PLACE,2,
field_187892_fv,MAGMA_CUBE_HURT_SMALL,2,
field_187893_gW,WOODEN_PRESSURE_PLATE_CLICK_OFF,2,
field_187894_fw,MAGMA_CUBE_SQUISH_SMALL,2,
field_187895_gX,WOODEN_PRESSURE_PLATE_CLICK_ON,2,
field_187896_fx,SLIME_DEATH_SMALL,2,
field_187897_gY,WOOD_STEP,2,
field_187898_fy,SLIME_HURT_SMALL,2,
field_187899_gZ,ZOMBIE_AMBIENT,2,
field_187900_fz,SLIME_SQUISH_SMALL,2,
field_187901_ga,STONE_PRESSURE_PLATE_CLICK_ON,2,
field_187902_gb,STONE_STEP,2,
field_187903_gc,THORNS_HIT,2,
field_187904_gd,TNT_PRIMED,2,
field_187905_ge,TRIPWIRE_ATTACH,2,
field_187906_gf,TRIPWIRE_CLICK_OFF,2,
field_187907_gg,TRIPWIRE_CLICK_ON,2,
field_187908_gh,TRIPWIRE_DETACH,2,
field_187909_gi,UI_BUTTON_CLICK,2,
field_187910_gj,VILLAGER_AMBIENT,2,
field_187911_gk,VILLAGER_DEATH,2,
field_187912_gl,VILLAGER_HURT,2,
field_187913_gm,VILLAGER_NO,2,
field_187914_gn,VILLAGER_TRADE,2,
field_187915_go,VILLAGER_YES,2,
field_187916_gp,LILY_PAD_PLACE,2,
field_187917_gq,WATER_AMBIENT,2,
field_187918_gr,WEATHER_RAIN,2,
field_187919_gs,WEATHER_RAIN_ABOVE,2,
field_187920_gt,WITCH_AMBIENT,2,
field_187921_gu,WITCH_DEATH,2,
field_187922_gv,WITCH_DRINK,2,
field_187923_gw,WITCH_HURT,2,
field_187924_gx,WITCH_THROW,2,
field_187925_gy,WITHER_AMBIENT,2,
field_187926_gz,WITHER_BREAK_BLOCK,2,
field_187927_ha,ZOMBIE_ATTACK_WOODEN_DOOR,2,
field_187928_hb,ZOMBIE_ATTACK_IRON_DOOR,2,
field_187929_hc,ZOMBIE_BREAK_WOODEN_DOOR,2,
field_187930_hd,ZOMBIE_DEATH,2,
field_187931_he,ZOMBIE_HORSE_AMBIENT,2,
field_187932_hf,ZOMBIE_HORSE_DEATH,2,
field_187933_hg,ZOMBIE_HORSE_HURT,2,
field_187934_hh,ZOMBIE_HURT,2,
field_187939_hm,ZOMBIE_STEP,2,
field_187940_hn,ZOMBIE_VILLAGER_AMBIENT,2,
field_187941_ho,ZOMBIE_VILLAGER_CONVERTED,2,
field_187942_hp,ZOMBIE_VILLAGER_CURE,2,
field_187943_hq,ZOMBIE_VILLAGER_DEATH,2,
field_187944_hr,ZOMBIE_VILLAGER_HURT,2,
field_187945_hs,ZOMBIE_INFECT,2,
field_187946_ht,ZOMBIE_VILLAGER_STEP,2,
field_187961_k,BY_NAME,2,
field_187962_l,name,2,
field_187968_k,overrides,0,
field_188005_c,multiPart,0,
field_188022_a,EMPTY,0,
field_188023_b,overrides,0,
field_188028_a,model,0,
field_188029_b,predicates,0,
field_188036_k,thirdPersonLeftHand,0,
field_188037_l,thirdPersonRightHand,0,
field_188038_m,firstPersonLeftHand,0,
field_188039_n,firstPersonRightHand,0,
field_188050_a,modelLocation,0,
field_188051_b,rotation,0,
field_188052_c,uvLock,0,
field_188053_d,weight,0,
field_188061_aa,INTERACT_WITH_FURNACE,2,
field_188062_ab,INTERACT_WITH_CRAFTING_TABLE,2,
field_188063_ac,OPEN_CHEST,2,
field_188064_ad,SLEEP_IN_BED,2,
field_188065_ae,BLOCK_MINED,2,
field_188066_af,ITEM_CRAFTED,2,
field_188068_aj,ITEM_DROPPED,2,
field_188069_A,DEATHS,2,
field_188070_B,MOB_KILLS,2,
field_188071_E,FISH_CAUGHT,2,
field_188074_H,TALKED_TO_VILLAGER,2,
field_188075_I,TRADED_WITH_VILLAGER,2,
field_188076_J,EAT_CAKE_SLICE,2,
field_188077_K,FILL_CAULDRON,2,
field_188078_L,USE_CAULDRON,2,
field_188079_M,CLEAN_ARMOR,2,
field_188080_N,CLEAN_BANNER,2,
field_188081_O,INTERACT_WITH_BREWINGSTAND,2,
field_188082_P,INTERACT_WITH_BEACON,2,
field_188083_Q,INSPECT_DROPPER,2,
field_188084_R,INSPECT_HOPPER,2,
field_188085_S,INSPECT_DISPENSER,2,
field_188086_T,PLAY_NOTEBLOCK,2,
field_188087_U,TUNE_NOTEBLOCK,2,
field_188088_V,POT_FLOWER,2,
field_188089_W,TRIGGER_TRAPPED_CHEST,2,
field_188090_X,OPEN_ENDERCHEST,2,
field_188091_Y,ENCHANT_ITEM,2,
field_188092_Z,PLAY_RECORD,2,
field_188097_g,PLAY_ONE_MINUTE,2,
field_188098_h,TIME_SINCE_DEATH,2,
field_188100_j,WALK_ONE_CM,2,
field_188101_k,CROUCH_ONE_CM,2,
field_188102_l,SPRINT_ONE_CM,2,
field_188103_o,CLIMB_ONE_CM,2,
field_188104_p,FLY_ONE_CM,2,
field_188106_r,MINECART_ONE_CM,2,
field_188107_s,BOAT_ONE_CM,2,
field_188108_t,PIG_ONE_CM,2,
field_188109_u,HORSE_ONE_CM,2,
field_188110_v,AVIATE_ONE_CM,2,
field_188111_y,DAMAGE_DEALT,2,
field_188112_z,DAMAGE_TAKEN,2,
field_188115_a,variants,0,
field_188121_c,conditions,0,
field_188124_c,PIPE_SPLITTER,0,
field_188125_d,key,0,
field_188126_e,value,0,
field_188127_c,conditions,0,
field_188139_a,selectors,0,
field_188140_b,definition,0,
field_188145_a,data,2,
field_188146_b,bits,2,
field_188147_c,mask,2,
field_188148_d,size,2,
field_188167_a,condition,0,
field_188168_b,variant,0,
field_188199_f,BEAM_LOCATION,0,
field_188211_c,RANDOM,2,
field_188218_a,ENTITIES,2,
field_188221_a,ITEM_NAMES,2,
field_188222_a,MINECART_BY_ID,2,
field_188223_a,POTIONS,2,
field_188225_a,GSON,2,
field_188226_a,ID_TO_ENTITY,2,
field_188229_e,distAtCreation,0,
field_188284_q,playerChanged,0,
field_188286_a,pathfindingRenderer,0,
field_188287_b,waterDebugRenderer,0,
field_188288_a,minecraft,0,
field_188291_b,pathMap,0,
field_188292_c,pathMaxDist,0,
field_188293_d,creationMap,0,
field_188303_a,SPECTRAL_ARROW_LOCATION,0,
field_188305_a,NORMAL_ARROW_LOCATION,0,
field_188306_b,TIPPED_ARROW_LOCATION,0,
field_188314_a,TEXTURE_LOCATION,0,
field_188342_a,TEXTURE_LOCATION,0,
field_188348_a,TEXTURE_LOCATION,0,
field_188349_b,model,0,
field_188355_a,WINGS_LOCATION,0,
field_188357_c,elytraModel,0,
field_188399_a,result,2,
field_188400_b,object,2,
field_188406_j,FLY_INTO_WALL,2,
field_188407_q,DRAGON_BREATH,2,
field_188416_a,multiplier,2,
field_188420_b,effect,2,
field_188421_h,visible,2,
field_188423_x,GLOWING,2,
field_188424_y,LEVITATION,2,
field_188425_z,LUCK,2,
field_188444_d,NO_CREATIVE_OR_SPECTATOR,2,
field_188462_g,type,2,
field_188463_h,index,2,
field_188464_i,filterFlag,2,
field_188465_j,name,2,
field_188471_c,name,2,
field_188473_a,$SwitchMap$net$minecraft$world$entity$EquipmentSlot$Type,2,
field_188474_a,$SwitchMap$net$minecraft$world$entity$EquipmentSlot$Type,2,
field_188475_b,$SwitchMap$net$minecraft$world$entity$EquipmentSlot,2,
field_188478_a,effect,2,
field_188481_a,$SwitchMap$net$minecraft$world$entity$EquipmentSlot,0,
field_188489_f,strafeForwards,2,
field_188490_g,strafeRight,2,
field_188491_h,operation,2,
field_188492_j,nextJumpSpeed,2,
field_188493_g,attackInterval,2,
field_188494_h,zombie,2,
field_188495_i,raiseArmTicks,2,
field_188499_a,mob,2,
field_188500_b,speedModifier,2,
field_188501_c,attackIntervalMin,2,
field_188502_d,attackRadiusSqr,2,
field_188503_e,attackTime,2,
field_188504_f,seeTime,2,
field_188505_g,strafingClockwise,2,
field_188506_h,strafingBackwards,2,
field_188507_i,strafingTime,2,
field_188509_g,targetMob,2,
field_188510_h,unseenMemoryTicks,2,
field_188513_i,this$0,2,
field_188516_a,horse,2,
field_188517_a,this$0,2,
field_188519_a,this$0,2,
field_188520_b,attackTime,2,
field_188521_a,this$0,2,
field_188522_b,peekTime,2,
field_188533_a,width,0,
field_188534_b,height,0,
field_188548_a,assetsDirectory,0,
field_188557_k,timeoutCachedNode,2,
field_188558_l,timeoutTimer,2,
field_188559_m,lastTimeoutCheck,2,
field_188560_n,timeoutLimit,2,
field_188561_o,maxDistanceToWaypoint,2,
field_188562_p,hasDelayedRecomputation,2,
field_188563_q,timeLastRecompute,2,
field_188564_r,targetPos,2,
field_188569_a,$SwitchMap$net$minecraft$world$item$DyeColor,2,
field_188619_b,overrides,0,
field_188620_g,overrides,0,
field_188621_a,hasAmbientOcclusion,0,
field_188622_b,isGui3d,0,
field_188623_c,particleIcon,0,
field_188624_d,transforms,0,
field_188625_e,overrides,0,
field_188626_f,selectors,0,
field_188641_d,MISSING_MODEL_MESH,0,
field_188646_c,overrides,0,
field_188649_a,selectors,0,
field_188661_a,dragon,2,
field_188662_b,attackingTicks,2,
field_188664_b,flameTicks,2,
field_188665_c,flameCount,2,
field_188666_d,flame,2,
field_188667_b,scanningTime,2,
field_188669_b,LOGGER,2,
field_188670_c,targetLocation,2,
field_188671_d,timeSinceCharge,2,
field_188672_b,targetLocation,2,
field_188673_c,time,2,
field_188677_b,currentPath,2,
field_188678_c,targetLocation,2,
field_188679_d,clockwise,2,
field_188680_b,targetLocation,2,
field_188683_b,currentPath,2,
field_188684_c,targetLocation,2,
field_188685_b,targetLocation,2,
field_188689_b,LOGGER,2,
field_188690_c,fireballCharge,2,
field_188691_d,currentPath,2,
field_188692_e,targetLocation,2,
field_188693_f,attackTarget,2,
field_188694_g,holdingPatternClockwise,2,
field_188697_b,firstTick,2,
field_188698_c,currentPath,2,
field_188699_d,targetLocation,2,
field_188702_a,sounds,0,
field_188703_c,subtitle,0,
field_188708_c,name,0,
field_188716_a,list,0,
field_188717_c,location,0,
field_188718_d,subtitle,0,
field_188726_a,location,0,
field_188727_b,volume,0,
field_188728_c,pitch,0,
field_188729_d,weight,0,
field_188730_e,type,0,
field_188731_f,stream,0,
field_188741_a,HOLDING_PATTERN,2,
field_188742_b,STRAFE_PLAYER,2,
field_188743_c,LANDING_APPROACH,2,
field_188744_d,LANDING,2,
field_188745_e,TAKEOFF,2,
field_188746_f,SITTING_FLAMING,2,
field_188747_g,SITTING_SCANNING,2,
field_188748_h,SITTING_ATTACKING,2,
field_188749_i,CHARGING_PLAYER,2,
field_188750_j,DYING,2,
field_188751_k,HOVERING,2,
field_188752_l,phases,2,
field_188753_m,instanceClass,2,
field_188754_n,id,2,
field_188755_o,name,2,
field_188759_a,LOGGER,2,
field_188760_b,dragon,2,
field_188761_c,phases,2,
field_188762_d,currentPhase,2,
field_188775_c,ONLY_WARN_ONCE,0,
field_188777_o,listeners,0,
field_189105_bM,GHAST_SCREAM,2,
field_189106_R,CAT_HISS,2,
field_189107_dL,NOTE_BLOCK_PLING,2,
field_189108_z,BAT_LOOP,2,
field_189109_ed,PLAYER_BREATH,2,
field_189110_fE,SLIME_JUMP_SMALL,2,
field_189111_gN,WOLF_HOWL,2,
field_189112_A,UNLUCK,2,
field_189405_m,player,0,
field_189406_n,time,0,
field_189415_e,toughness,2,
field_189417_k,toughness,2,
field_189420_m,JUNGLE_TEMPLE_DISPENSER,2,
field_189426_aK,ELYTRA_FLYING,2,
field_189513_ar,stringUUID,2,
field_189557_e,blockEntitiesTags,2,
field_189647_l,SHA1,2,
field_189655_aD,DATA_NO_GRAVITY,2,
field_189727_n,powered,2,
field_189728_o,showAir,2,
field_189729_p,showBoundingBox,2,
field_189730_q,integrity,2,
field_189731_r,seed,2,
field_189750_bF,lastDamageSource,2,
field_189751_bG,lastDamageStamp,2,
field_189797_bB,warningSoundTicks,2,
field_189798_bx,DATA_STANDING_ID,2,
field_189799_by,clientSideStandAnimationO,2,
field_189800_bz,clientSideStandAnimation,2,
field_189811_cr,autoJumpEnabled,0,
field_189812_cs,autoJumpTime,0,
field_189813_ct,wasFallFlying,0,
field_189825_A,sizeZEdit,0,
field_189826_B,integrityEdit,0,
field_189827_C,seedEdit,0,
field_189828_D,dataEdit,0,
field_189829_E,doneButton,0,
field_189830_F,cancelButton,0,
field_189831_G,saveButton,0,
field_189832_H,loadButton,0,
field_189833_I,rot0Button,0,
field_189834_J,rot90Button,0,
field_189835_K,rot180Button,0,
field_189836_L,rot270Button,0,
field_189837_M,modeButton,0,
field_189838_N,detectButton,0,
field_189839_O,entitiesButton,0,
field_189840_P,mirrorButton,0,
field_189841_Q,toggleAirButton,0,
field_189842_R,toggleBoundingBox,0,
field_189844_T,decimalFormat,0,
field_189846_f,structure,0,
field_189847_g,initialMirror,0,
field_189848_h,initialRotation,0,
field_189849_i,initialMode,0,
field_189850_r,initialEntityIgnoring,0,
field_189851_s,initialShowAir,0,
field_189852_t,initialShowBoundingBox,0,
field_189853_u,nameEdit,0,
field_189854_v,posXEdit,0,
field_189855_w,posYEdit,0,
field_189856_x,posZEdit,0,
field_189857_y,sizeXEdit,0,
field_189858_z,sizeYEdit,0,
field_189878_dg,NETHER_WART_BLOCK,2,
field_189880_di,BONE_BLOCK,2,
field_189881_dj,STRUCTURE_VOID,2,
field_189887_a,material,2,
field_189890_a,SPINE_1,2,
field_189891_b,SPINE_2,2,
field_189892_c,SPINE_3,2,
field_189893_d,SPINE_4,2,
field_189894_e,SPINE_1_COAL,2,
field_189895_f,SPINE_2_COAL,2,
field_189896_g,SPINE_3_COAL,2,
field_189897_h,SPINE_4_COAL,2,
field_189898_i,SKULL_1,2,
field_189899_j,SKULL_2,2,
field_189900_k,SKULL_3,2,
field_189901_l,SKULL_4,2,
field_189902_m,SKULL_1_COAL,2,
field_189903_n,SKULL_2_COAL,2,
field_189904_o,SKULL_3_COAL,2,
field_189905_p,SKULL_4_COAL,2,
field_189906_q,fossils,2,
field_189907_r,fossilsCoal,2,
field_189920_a,type,2,
field_189952_i,random,2,
field_189957_a,DEFAULT_BLOCK_STATE,2,
field_189958_b,ids,2,
field_189959_c,lastId,2,
field_189963_J,STRUCTURAL_AIR,2,
field_189971_b,limit,2,
field_189974_a,ZERO,2,
field_189975_b,ONE,2,
field_189976_c,UNIT_X,2,
field_189977_d,NEG_UNIT_X,2,
field_189978_e,UNIT_Y,2,
field_189979_f,NEG_UNIT_Y,2,
field_189980_g,MAX,2,
field_189981_h,MIN,2,
field_189982_i,x,2,
field_189983_j,y,2,
field_189989_R,autoJump,0,
field_190014_F,roll,0,
field_190015_G,oRoll,0,
field_190017_n,hasPhysics,0,
field_190019_b,rotSpeed,0,
field_190021_aL,ENCHANTMENT_TABLE_USE,2,
field_190022_cI,HUSK_AMBIENT,2,
field_190023_cJ,HUSK_DEATH,2,
field_190024_cK,HUSK_HURT,2,
field_190025_cL,HUSK_STEP,2,
field_190026_er,POLAR_BEAR_AMBIENT,2,
field_190027_es,POLAR_BEAR_AMBIENT_BABY,2,
field_190028_et,POLAR_BEAR_DEATH,2,
field_190029_eu,POLAR_BEAR_HURT,2,
field_190030_ev,POLAR_BEAR_STEP,2,
field_190031_ew,POLAR_BEAR_WARNING,2,
field_190032_gu,STRAY_AMBIENT,2,
field_190033_gv,STRAY_DEATH,2,
field_190034_gw,STRAY_HURT,2,
field_190035_gx,STRAY_STEP,2,
field_190036_ha,WITHER_SKELETON_AMBIENT,2,
field_190037_hb,WITHER_SKELETON_DEATH,2,
field_190038_hc,WITHER_SKELETON_HURT,2,
field_190039_hd,WITHER_SKELETON_STEP,2,
field_190049_a,RANDOM,2,
field_190057_j,cameraHitResult,0,
field_190058_a,$SwitchMap$net$minecraft$world$level$block$Mirror,0,
field_190059_b,$SwitchMap$net$minecraft$world$level$block$Rotation,0,
field_190061_a,minecraft,0,
field_190072_a,minecraft,0,
field_190077_c,chunkBorderRenderer,0,
field_190078_d,heightMapRenderer,0,
field_190079_e,renderChunkborder,0,
field_190084_m,STRAY_SKELETON_LOCATION,0,
field_190086_r,HUSK_LOCATION,0,
field_190090_a,BEAR_LOCATION,0,
field_190092_a,STRAY_CLOTHES_LOCATION,0,
field_190094_c,layerModel,0,
field_190095_e,HOT_FLOOR,2,
field_190103_h,this$0,2,
field_190104_b,this$0,2,
field_190106_a,this$0,2,
field_190107_i,this$0,2,
field_190303_a,LOGGER,2,
field_190519_A,preventProxyConnections,2,
field_190534_ay,remainingFireTicks,2,
field_190535_b,EMPTY_LIST,2,
field_190546_d,WATER_SENSITIVE,2,
field_190553_a,warmupDelayTicks,2,
field_190554_b,sentSpikeEvent,2,
field_190555_c,lifeTicks,2,
field_190556_d,clientSideAttackStarted,2,
field_190557_e,owner,2,
field_190558_f,ownerUUID,2,
field_190566_ab,itemActivationItem,0,
field_190567_ac,itemActivationTicks,0,
field_190568_ad,itemActivationOffX,0,
field_190569_ae,itemActivationOffY,0,
field_190578_g,tickedGameTime,2,
field_190595_a,SLOTS,2,
field_190596_f,itemStacks,2,
field_190598_h,openCount,2,
field_190599_i,animationStatus,2,
field_190600_j,progress,2,
field_190601_k,progressOld,2,
field_190602_l,color,2,
field_190613_i,NOCLIP,2,
field_190617_a,name,2,
field_190627_av,currentState,2,
field_190643_b,isJohnny,2,
field_190664_a,DATA_FLAGS_ID,2,
field_190665_b,owner,2,
field_190666_c,boundOrigin,2,
field_190667_bw,hasLimitedLife,2,
field_190668_bx,limitedLifeTicks,2,
field_190688_bE,canGallop,2,
field_190689_bJ,eatingCounter,2,
field_190698_bG,DATA_ID_CHEST,2,
field_190720_bG,DATA_STRENGTH_ID,2,
field_190721_bH,DATA_SWAG_ID,2,
field_190722_bI,DATA_VARIANT_ID,2,
field_190723_bJ,didSpit,2,
field_190724_bK,caravanHead,2,
field_190725_bL,caravanTail,2,
field_190763_bw,wololoTarget,2,
field_190766_bz,DATA_ID_MOVING,2,
field_190770_bw,DATA_COLOR_ID,2,
field_190778_u,CONTAINER_TEXTURE,0,
field_190852_a,this$0,2,
field_190853_a,this$0,2,
field_190855_c,this$0,2,
field_190856_d,wolf,2,
field_190857_e,partnerClass,2,
field_190859_a,llama,2,
field_190860_b,speedModifier,2,
field_190861_c,distCheckCounter,2,
field_190862_h,this$0,2,
field_190865_h,probability,2,
field_190866_a,this$0,2,
field_190877_a,this$0,2,
field_190878_a,this$0,2,
field_190880_e,this$0,2,
field_190881_c,elder,2,
field_190883_a,this$0,2,
field_190884_i,this$0,2,
field_190885_a,variant,2,
field_190886_a,variant,2,
field_190899_a,container,2,
field_190902_a,val$horse,2,
field_190904_a,block,2,
field_190927_a,EMPTY,2,
field_190928_g,emptyCacheFlag,2,
field_190929_cY,TOTEM_OF_UNDYING,2,
field_190930_cZ,SHULKER_SHELL,2,
field_190931_a,AIR,2,
field_190940_C,VANISHING_CURSE,2,
field_190941_k,BINDING_CURSE,2,
field_190957_a,FACING,2,
field_190958_b,color,2,
field_190959_b,HALF_BLOCK_AABB,2,
field_190963_a,POWERED,2,
field_190964_J,SHORT_UP_ARM_AABB,2,
field_190965_K,SHORT_DOWN_ARM_AABB,2,
field_190966_L,SHORT_SOUTH_ARM_AABB,2,
field_190967_M,SHORT_NORTH_ARM_AABB,2,
field_190968_N,SHORT_EAST_ARM_AABB,2,
field_190969_O,SHORT_WEST_ARM_AABB,2,
field_190975_dA,BLACK_SHULKER_BOX,2,
field_190976_dk,OBSERVER,2,
field_190977_dl,WHITE_SHULKER_BOX,2,
field_190978_dm,ORANGE_SHULKER_BOX,2,
field_190979_dn,MAGENTA_SHULKER_BOX,2,
field_190980_do,LIGHT_BLUE_SHULKER_BOX,2,
field_190981_dp,YELLOW_SHULKER_BOX,2,
field_190982_dq,LIME_SHULKER_BOX,2,
field_190983_dr,PINK_SHULKER_BOX,2,
field_190984_ds,GRAY_SHULKER_BOX,2,
field_190986_du,CYAN_SHULKER_BOX,2,
field_190987_dv,PURPLE_SHULKER_BOX,2,
field_190988_dw,BLUE_SHULKER_BOX,2,
field_190989_dx,BROWN_SHULKER_BOX,2,
field_190990_dy,GREEN_SHULKER_BOX,2,
field_190991_dz,RED_SHULKER_BOX,2,
field_190992_a,$SwitchMap$net$minecraft$world$item$DyeColor,2,
field_191014_N,filename,2,
field_191015_O,hashname,2,
field_191051_a,$SwitchMap$net$minecraft$world$level$block$entity$ShulkerBoxBlockEntity$AnimationStatus,2,
field_191052_b,$SwitchMap$net$minecraft$core$Direction$Axis,2,
field_191082_d,templateName,2,
field_191083_e,rotation,2,
field_191084_f,mirror,2,
field_191096_f,unlimitedTracking,2,
field_191117_a,random,2,
field_191118_b,baseGrid,2,
field_191119_c,thirdFloorGrid,2,
field_191120_d,floorRooms,2,
field_191121_e,entranceX,2,
field_191122_f,entranceY,2,
field_191134_a,structureManager,2,
field_191135_b,random,2,
field_191136_c,startX,2,
field_191137_d,startY,2,
field_191138_a,rotation,2,
field_191139_b,position,2,
field_191140_c,wallType,2,
field_191148_a,grid,2,
field_191149_b,width,2,
field_191150_c,height,2,
field_191151_d,valueIfOutside,2,
field_191154_c,fixerUpper,2,
field_191175_k,icon,2,
field_191176_l,renderedOnFrame,2,
field_191177_m,mapColor,2,
field_191181_a,type,2,
field_191192_o,WOODLAND_MANSION,2,
field_191198_a,list,2,
field_191199_b,defaultValue,2,
field_191209_c,amount,2,
field_191213_a,base,0,
field_191214_b,upperJaw,0,
field_191215_c,lowerJaw,0,
field_191217_a,head,0,
field_191218_b,body,0,
field_191219_c,arms,0,
field_191223_g,rightArm,0,
field_191224_h,leftArm,0,
field_191225_a,main,0,
field_191226_i,chest1,0,
field_191227_j,chest2,0,
field_191229_a,leftWing,0,
field_191230_b,rightWing,0,
field_191239_M,baseAirFriction,0,
field_191240_aK,ELDER_GUARDIAN_FLOP,2,
field_191241_J,BOTTLE_EMPTY,2,
field_191242_bl,EVOKER_FANGS_ATTACK,2,
field_191243_bm,EVOKER_AMBIENT,2,
field_191244_bn,EVOKER_CAST_SPELL,2,
field_191245_bo,EVOKER_DEATH,2,
field_191246_bp,EVOKER_HURT,2,
field_191247_bq,EVOKER_PREPARE_ATTACK,2,
field_191248_br,EVOKER_PREPARE_SUMMON,2,
field_191249_bs,EVOKER_PREPARE_WOLOLO,2,
field_191250_dA,LLAMA_ANGRY,2,
field_191251_dB,LLAMA_CHEST,2,
field_191252_dC,LLAMA_DEATH,2,
field_191253_dD,LLAMA_EAT,2,
field_191254_dE,LLAMA_HURT,2,
field_191255_dF,LLAMA_SPIT,2,
field_191256_dG,LLAMA_STEP,2,
field_191257_dH,LLAMA_SWAG,2,
field_191258_p,ARMOR_EQUIP_ELYTRA,2,
field_191259_dX,MULE_CHEST,2,
field_191260_dz,LLAMA_AMBIENT,2,
field_191261_fA,SHULKER_BOX_CLOSE,2,
field_191262_fB,SHULKER_BOX_OPEN,2,
field_191263_gW,TOTEM_USE,2,
field_191264_hc,VEX_AMBIENT,2,
field_191265_hd,VEX_CHARGE,2,
field_191266_he,VEX_DEATH,2,
field_191267_hf,VEX_HURT,2,
field_191268_hm,VINDICATOR_AMBIENT,2,
field_191269_hn,VINDICATOR_DEATH,2,
field_191270_ho,VINDICATOR_HURT,2,
field_191272_ae,OPEN_SHULKER_BOX,2,
field_191274_b,SHULKER_BOXES,0,
field_191275_a,ID_MAP,2,
field_191276_a,ID_MAP,2,
field_191278_a,NAMES_BY_COLOR,2,
field_191285_a,model,0,
field_191291_g,CRAMMING,2,
field_191312_a,minecraft,0,
field_191325_e,collisionBoxRenderer,0,
field_191329_a,TEXTURE_LOCATION,0,
field_191330_f,model,0,
field_191333_a,LLAMA_SPIT_LOCATION,0,
field_191334_f,model,0,
field_191338_a,EVOKER_ILLAGER,0,
field_191343_a,VEX_LOCATION,0,
field_191344_j,VEX_CHARGING_LOCATION,0,
field_191350_a,LLAMA_LOCATIONS,0,
field_191357_a,VINDICATOR,0,
field_191360_j,scale,0,
field_191362_a,this$0,0,
field_191364_a,TEXTURE_LOCATION,0,
field_191366_c,model,0,
